aluno_id,frequencia_semanal,tipo_plano,total_checkins,recency_days
5217,6,2,10,22.0
6815,6,2,10,24.0
2249,5,1,2,2.0
8140,3,2,1,135.0
511,2,2,1,165.0
3319,3,2,9,43.0
8222,4,1,0,
7137,2,3,2,35.0
3411,3,3,9,15.0
943,6,3,4,28.0
4644,5,2,5,12.0
2408,5,3,8,61.0
4573,6,1,7,35.0
8553,5,3,8,12.0
1466,6,3,5,8.0
8531,2,1,7,62.0
348,4,3,8,1.0
9749,5,2,2,131.0
5499,4,3,9,31.0
112,6,3,2,66.0
4876,6,3,0,
9926,5,1,2,5.0
7033,2,2,10,23.0
7642,1,3,0,
6116,5,3,5,3.0
1745,4,2,3,1.0
9757,3,3,9,13.0
6938,5,2,6,5.0
2016,4,3,9,14.0
5112,3,2,3,93.0
2730,6,3,2,19.0
988,1,3,3,12.0
8095,3,2,3,41.0
7928,3,3,2,4.0
5412,1,1,7,4.0
3074,4,3,6,34.0
2908,1,3,10,9.0
4026,1,2,0,
7099,4,1,5,20.0
9174,2,3,9,3.0
4899,2,3,8,11.0
8079,4,1,1,162.0
7567,3,3,8,56.0
5768,2,1,8,45.0
1534,1,2,1,31.0
2203,1,1,1,37.0
4397,3,3,2,128.0
6110,5,2,6,0.0
6324,1,3,7,20.0
9691,6,2,2,14.0
5570,1,3,1,52.0
8894,4,3,3,103.0
6529,5,2,6,17.0
7068,1,1,3,18.0
5171,6,2,6,1.0
8818,3,3,3,54.0
7526,2,2,8,1.0
1176,2,1,6,46.0
2587,4,1,8,31.0
9916,5,2,3,109.0
5841,2,3,9,11.0
1186,5,1,0,
7211,4,2,10,34.0
1380,4,1,4,2.0
4067,2,1,6,57.0
3465,3,3,5,11.0
5937,1,3,9,28.0
6576,3,3,1,88.0
5101,3,1,1,10.0
917,5,3,2,32.0
5474,5,2,3,154.0
4423,2,3,5,8.0
7491,5,3,9,1.0
3286,4,2,8,1.0
9389,2,3,1,88.0
4789,1,1,6,29.0
7150,3,1,10,1.0
6836,4,3,8,9.0
3575,2,1,9,8.0
2286,2,3,1,125.0
7420,1,3,5,23.0
8030,4,2,0,
9479,6,2,3,9.0
8880,4,2,3,127.0
666,5,3,2,55.0
7910,4,2,6,13.0
7647,3,3,6,22.0
3412,4,2,7,0.0
295,4,2,9,18.0
1655,2,1,2,23.0
9511,6,1,6,18.0
8627,4,1,2,65.0
7659,3,3,1,27.0
5457,1,1,5,25.0
8587,1,1,6,35.0
3450,1,3,8,34.0
6592,6,3,4,52.0
7762,1,1,4,117.0
9514,1,3,5,17.0
8315,4,1,6,28.0
4688,6,3,3,95.0
7495,2,1,5,60.0
6636,3,1,3,20.0
9917,2,3,9,22.0
5390,5,1,0,
9548,4,2,7,2.0
9215,1,1,2,10.0
6662,3,1,5,32.0
8734,4,1,2,14.0
4641,2,3,8,10.0
8078,2,2,9,41.0
1318,1,3,9,1.0
5454,3,1,0,
568,1,1,10,15.0
5059,1,1,0,
3454,3,3,0,
9462,5,2,2,32.0
4013,1,3,8,35.0
6669,2,2,1,96.0
100,4,3,2,12.0
925,4,1,2,14.0
7203,3,3,7,18.0
8020,4,2,8,14.0
8827,1,3,9,1.0
2539,1,1,0,
7703,1,3,0,
8062,6,2,4,5.0
4818,1,1,8,50.0
835,4,2,7,35.0
5878,6,1,7,54.0
4159,6,3,3,80.0
7960,5,2,7,37.0
3491,3,2,5,2.0
7331,4,1,3,111.0
6853,3,2,5,122.0
5749,3,2,8,9.0
2727,4,3,1,42.0
1026,5,2,4,4.0
9158,2,1,2,54.0
5024,6,2,4,18.0
9220,6,2,3,85.0
5793,6,1,5,33.0
6649,3,3,4,43.0
9639,1,2,9,2.0
2902,4,1,2,15.0
6573,4,1,4,17.0
8583,2,1,0,
8518,1,2,9,10.0
3276,4,1,4,66.0
3039,1,1,7,4.0
5940,6,3,3,40.0
4802,3,2,9,14.0
7046,6,2,10,0.0
5348,4,3,10,14.0
3734,5,3,7,9.0
5344,2,3,3,72.0
7738,1,1,7,24.0
5584,1,2,10,29.0
3230,2,1,5,45.0
1989,3,1,9,12.0
7546,2,2,4,73.0
1091,3,3,2,72.0
8133,3,1,9,28.0
8811,5,3,7,17.0
539,6,2,0,
5691,6,2,7,21.0
3559,3,1,5,5.0
1108,5,3,6,13.0
278,6,3,0,
3756,6,2,2,25.0
9488,5,2,2,99.0
2009,5,2,3,65.0
9705,3,3,0,
5439,2,3,0,
2331,3,3,7,65.0
3658,1,2,7,0.0
1494,6,2,4,15.0
8126,4,2,10,52.0
5818,2,1,7,8.0
4284,6,3,1,31.0
4047,5,3,0,
7496,2,1,7,50.0
9721,3,1,10,25.0
3464,3,2,6,8.0
5755,3,3,0,
4007,1,1,0,
1307,6,3,10,1.0
5910,2,2,0,
7919,6,2,0,
5484,1,1,2,5.0
1883,4,1,4,58.0
3020,4,1,7,19.0
417,4,1,5,20.0
5829,2,2,9,22.0
3964,3,1,0,
3031,4,3,6,11.0
9256,6,2,7,4.0
791,5,3,6,26.0
7424,1,1,0,
5430,3,2,4,53.0
1830,6,1,8,42.0
4792,5,2,3,12.0
1018,2,1,5,35.0
2040,2,2,9,14.0
2385,4,1,3,161.0
6068,1,1,2,131.0
5383,1,2,4,46.0
9818,6,2,7,8.0
4816,1,1,1,175.0
1682,4,1,9,2.0
4435,5,2,9,8.0
7402,1,3,5,82.0
4711,1,1,4,59.0
5255,1,1,0,
8096,2,1,9,7.0
6812,1,3,4,95.0
7003,3,2,2,57.0
3703,1,3,7,4.0
8123,2,1,7,8.0
9429,3,2,6,25.0
4692,3,2,1,108.0
3521,3,2,8,0.0
3954,4,3,6,35.0
9310,4,1,1,106.0
8420,3,3,3,6.0
5583,5,2,9,16.0
9959,5,2,1,20.0
9893,3,2,1,32.0
9422,3,3,2,50.0
3764,5,1,10,27.0
508,3,1,10,3.0
7617,3,2,5,37.0
8525,4,2,0,
2504,1,1,2,36.0
8201,1,3,8,27.0
5083,6,3,8,42.0
1705,4,1,4,19.0
5907,1,3,3,115.0
2451,2,2,9,11.0
8859,3,1,7,3.0
9335,2,3,7,9.0
9989,5,2,4,54.0
2321,2,3,6,4.0
2553,1,2,5,34.0
8636,4,1,4,68.0
7386,3,2,10,20.0
2610,6,2,2,98.0
5267,4,2,5,8.0
841,4,2,3,62.0
8262,6,2,9,79.0
8930,5,2,0,
9660,2,1,9,8.0
1694,3,3,4,28.0
6664,1,2,0,
7279,4,1,3,106.0
6174,4,2,3,134.0
2921,5,3,10,15.0
9953,3,3,5,5.0
9703,1,2,0,
2057,2,3,6,12.0
7840,3,3,1,74.0
9417,2,1,6,15.0
6374,2,2,3,33.0
5228,3,1,2,46.0
35,4,1,8,12.0
7895,1,1,4,37.0
5653,6,3,7,11.0
2063,1,2,3,76.0
7484,5,3,8,10.0
3244,5,2,10,4.0
4625,4,3,10,0.0
3952,1,3,9,11.0
2514,4,3,7,51.0
1913,4,2,5,31.0
8795,5,3,0,
2147,2,2,3,6.0
3591,6,3,5,24.0
6414,5,3,1,134.0
8384,1,2,2,44.0
285,5,1,7,0.0
5480,5,3,10,7.0
2116,6,3,6,57.0
9045,3,3,9,3.0
9421,4,2,5,73.0
6292,6,2,9,43.0
7489,5,3,5,30.0
3190,6,2,8,44.0
6889,3,1,10,16.0
1266,2,1,8,45.0
6807,3,2,6,2.0
4277,5,3,9,15.0
8992,3,1,2,10.0
4406,3,1,4,11.0
1922,3,2,7,7.0
1718,1,3,10,1.0
5687,5,2,1,178.0
4931,3,2,3,98.0
3733,5,3,8,31.0
8693,5,2,9,41.0
2667,2,2,0,
4706,2,2,1,46.0
1049,3,2,7,23.0
428,5,3,7,11.0
1008,6,1,2,56.0
4626,5,1,1,11.0
9143,3,1,4,5.0
7845,1,2,8,58.0
4104,1,2,7,46.0
164,5,1,9,22.0
5441,6,2,6,6.0
7949,6,1,1,123.0
9001,2,3,2,8.0
5027,3,2,1,147.0
9817,6,3,8,8.0
5649,2,3,10,4.0
5918,4,1,6,8.0
5339,3,1,1,139.0
5783,6,1,1,171.0
4511,4,3,0,
5731,6,3,3,58.0
5326,6,2,5,4.0
1507,6,2,9,10.0
3430,5,1,0,
7916,1,2,10,37.0
9017,2,1,0,
6643,3,3,10,2.0
2220,2,1,9,35.0
7793,6,2,3,5.0
1959,1,1,9,0.0
1907,5,3,2,8.0
6332,3,1,2,77.0
2803,1,3,7,23.0
2829,1,1,5,1.0
7255,3,3,4,82.0
1845,3,1,2,11.0
668,2,2,8,10.0
5758,3,1,10,2.0
2701,1,2,3,1.0
7693,1,3,4,57.0
5123,5,3,9,26.0
3903,2,2,2,90.0
6004,4,3,0,
5304,5,1,0,
8333,4,2,5,3.0
1546,6,2,10,7.0
1816,1,1,2,35.0
6539,2,1,6,18.0
7515,2,3,2,45.0
84,6,2,1,23.0
9363,1,3,2,2.0
5495,3,1,7,7.0
4250,3,2,5,4.0
3651,4,2,9,16.0
6817,6,1,3,64.0
2452,4,1,0,
1815,5,2,6,38.0
1062,5,1,6,28.0
942,5,1,2,5.0
1458,6,3,5,15.0
108,2,3,8,0.0
6764,2,3,9,38.0
4536,2,3,4,2.0
7158,3,2,0,
1862,3,1,7,7.0
5813,5,1,9,54.0
1535,4,1,8,38.0
7736,2,3,0,
7627,3,3,1,144.0
7575,3,3,7,43.0
2704,4,2,9,14.0
5921,1,2,10,18.0
7028,4,3,7,8.0
7604,5,2,8,20.0
3404,3,2,10,14.0
3112,4,1,7,11.0
5592,3,3,9,8.0
5185,3,1,2,1.0
7276,6,3,7,46.0
4215,1,3,8,22.0
778,5,2,0,
5364,2,1,6,92.0
4358,2,2,3,32.0
9071,2,3,2,78.0
8051,2,3,4,43.0
6344,2,3,7,19.0
6362,4,1,1,179.0
9066,5,1,8,6.0
1170,5,2,10,69.0
6583,6,2,4,21.0
5871,2,2,2,133.0
4320,3,2,1,49.0
5684,1,3,4,0.0
259,6,1,2,132.0
2567,4,1,6,8.0
6677,5,2,4,58.0
324,6,2,6,10.0
2273,3,2,0,
5678,2,2,0,
7239,6,2,8,12.0
8152,4,3,4,0.0
7474,4,1,3,13.0
4342,3,2,10,49.0
7861,4,3,10,10.0
7120,1,3,1,161.0
9792,4,2,1,174.0
7403,6,2,1,34.0
2965,1,1,6,91.0
1217,2,3,8,10.0
7849,6,1,4,14.0
984,6,2,1,160.0
4341,1,1,10,11.0
868,5,2,8,16.0
6800,3,3,10,32.0
4411,5,2,6,62.0
407,4,2,1,98.0
5573,3,3,9,23.0
6892,4,2,1,177.0
2244,4,3,4,17.0
9039,2,1,9,16.0
7538,1,3,8,6.0
7176,4,2,2,142.0
2005,1,1,1,106.0
39,2,1,6,41.0
5319,1,2,8,14.0
4900,5,1,1,16.0
3263,1,1,1,20.0
2977,2,1,2,98.0
5775,1,3,5,25.0
8413,2,2,8,6.0
3666,5,3,6,2.0
1837,3,1,1,57.0
1569,6,3,6,3.0
683,4,2,1,7.0
9996,5,1,4,14.0
608,2,2,5,12.0
317,6,1,10,12.0
9559,6,2,4,28.0
2726,6,1,9,54.0
2281,6,3,7,29.0
8504,5,1,8,76.0
6336,2,3,3,103.0
5598,3,2,5,29.0
8939,1,1,4,43.0
1570,4,1,7,46.0
4735,3,3,9,16.0
1887,2,3,2,3.0
6891,1,2,0,
1146,4,2,0,
4149,5,2,3,0.0
3525,4,3,0,
3428,2,1,7,4.0
8287,4,3,4,20.0
224,3,3,9,40.0
6801,4,1,0,
4181,3,3,7,22.0
5394,1,1,4,5.0
4463,6,1,8,10.0
2804,6,3,4,66.0
756,2,3,8,12.0
6585,5,3,6,43.0
6778,5,1,1,81.0
9640,1,2,4,30.0
9105,5,1,10,11.0
5075,1,3,5,89.0
4402,1,1,9,3.0
9680,1,1,0,
7278,6,2,4,73.0
4647,5,3,2,152.0
3919,3,3,3,36.0
2087,6,3,6,1.0
1808,4,1,9,7.0
1120,6,1,0,
8883,2,3,2,116.0
8575,4,1,3,11.0
1257,3,2,0,
9611,1,3,9,18.0
657,3,3,10,2.0
2485,3,3,10,2.0
748,3,2,6,74.0
4660,5,2,6,7.0
4712,6,2,6,8.0
4015,2,1,10,4.0
8066,3,3,5,14.0
3845,6,3,10,28.0
9594,5,1,5,4.0
3322,2,1,6,43.0
1791,2,3,8,5.0
4918,4,1,3,63.0
2680,2,3,3,53.0
3384,2,3,1,61.0
9348,3,3,3,1.0
8339,6,3,5,19.0
2936,1,2,10,12.0
1977,2,2,8,47.0
9728,3,2,10,22.0
2685,6,3,6,1.0
9366,5,2,0,
8605,2,3,2,19.0
4303,2,3,7,12.0
2314,3,3,2,49.0
7430,5,2,1,68.0
6434,2,3,7,13.0
180,2,1,0,
3245,3,2,10,24.0
2193,1,1,10,5.0
9441,6,1,4,78.0
967,5,2,8,16.0
6176,2,1,1,90.0
8893,6,2,9,13.0
7508,4,1,7,15.0
8131,5,2,6,31.0
4276,1,3,7,32.0
4746,3,1,6,23.0
3627,5,3,5,19.0
836,2,2,0,
1571,3,3,10,18.0
780,2,3,5,74.0
4904,5,2,10,6.0
6081,5,3,1,111.0
2878,6,3,3,13.0
7888,3,1,7,32.0
4830,2,3,2,84.0
1301,2,2,6,18.0
505,5,1,2,30.0
3122,4,1,5,48.0
8975,6,2,5,41.0
6729,6,2,5,0.0
7081,1,2,6,109.0
9430,6,3,1,98.0
3996,1,3,5,5.0
328,6,3,5,70.0
525,5,2,0,
5187,1,3,8,9.0
9892,1,3,7,51.0
6282,3,1,1,80.0
210,1,1,1,163.0
710,6,3,10,40.0
9684,1,1,9,8.0
5576,6,3,10,41.0
2530,3,1,8,2.0
9252,3,3,8,23.0
7475,1,1,7,0.0
6560,2,2,6,1.0
1015,6,2,3,14.0
4100,6,1,5,17.0
8301,5,3,2,138.0
7329,5,1,8,1.0
9966,2,2,1,178.0
6483,5,3,8,0.0
5494,4,2,4,29.0
7929,2,2,9,9.0
1077,6,3,4,40.0
9254,2,3,9,1.0
8190,5,3,0,
9676,3,1,1,118.0
6719,1,3,8,8.0
3420,1,3,4,38.0
5648,3,3,8,13.0
8892,1,1,7,4.0
9141,3,2,0,
4909,1,1,10,44.0
1622,6,2,0,
5216,3,2,2,38.0
4755,3,3,1,20.0
1741,1,1,3,25.0
8565,2,3,7,7.0
6672,3,1,6,21.0
9365,5,1,2,23.0
4346,4,2,10,0.0
2854,1,2,5,27.0
1370,2,2,0,
1115,4,2,4,29.0
4616,1,2,4,51.0
3304,1,3,2,73.0
8601,4,3,3,14.0
9042,5,1,4,45.0
5689,6,3,10,20.0
7112,3,2,9,6.0
2678,5,3,0,
4352,2,2,9,19.0
5244,2,1,4,77.0
884,6,3,3,23.0
4185,6,3,9,11.0
6368,5,1,0,
6407,4,2,5,18.0
953,3,1,8,25.0
416,4,1,4,32.0
8281,6,3,1,5.0
9055,1,3,5,15.0
7911,4,1,0,
1137,2,3,0,
3931,4,2,6,4.0
4408,2,1,9,27.0
441,3,1,3,7.0
6602,6,3,1,63.0
6199,5,3,4,35.0
4331,3,1,6,4.0
3224,5,3,6,25.0
2315,2,3,1,100.0
6890,4,1,1,146.0
8773,4,1,1,60.0
4796,3,2,3,10.0
2620,1,2,10,6.0
9965,6,3,9,6.0
8582,3,3,9,14.0
8163,4,1,4,115.0
7031,2,1,1,75.0
4863,4,1,1,99.0
6688,5,1,4,45.0
5757,2,2,5,46.0
5420,2,2,2,32.0
4720,5,1,1,51.0
8363,4,1,10,12.0
4045,4,1,4,49.0
3933,2,1,8,19.0
7768,1,2,0,
2323,6,1,3,68.0
5928,2,3,2,22.0
2824,1,2,3,145.0
5638,1,1,0,
5057,1,2,1,20.0
6133,3,2,6,12.0
3336,4,1,2,129.0
9233,4,1,7,10.0
8424,2,2,6,10.0
3961,4,1,4,43.0
7242,5,2,8,11.0
5477,3,2,8,2.0
8618,5,3,8,5.0
9266,1,1,5,81.0
7715,1,1,3,10.0
7527,5,3,6,15.0
7623,1,2,0,
6157,5,3,3,45.0
3606,6,3,9,6.0
2402,4,3,5,0.0
1395,3,2,8,8.0
8993,6,1,2,105.0
5269,3,3,9,16.0
1472,2,1,9,15.0
6012,3,2,2,94.0
9108,3,1,2,92.0
2830,1,2,3,46.0
7429,1,3,4,19.0
3538,4,1,10,20.0
6948,2,1,7,30.0
2435,6,1,7,2.0
916,5,2,7,36.0
7537,6,3,5,7.0
3215,2,2,10,6.0
3552,2,1,2,107.0
114,6,1,0,
8623,4,1,7,4.0
9060,1,1,0,
3092,2,3,5,4.0
2873,4,3,10,45.0
6792,2,2,3,45.0
5767,1,1,8,2.0
2750,6,3,4,46.0
754,4,1,1,15.0
7341,4,2,5,22.0
8619,5,3,0,
8243,2,3,1,136.0
3474,1,3,7,9.0
8278,2,1,6,37.0
9742,6,1,1,14.0
7705,6,1,0,
2349,2,3,4,52.0
6266,3,3,10,1.0
3025,2,3,8,12.0
2476,4,3,2,90.0
7049,1,2,8,5.0
2650,6,2,1,62.0
4630,1,3,7,13.0
8633,1,3,5,18.0
7459,1,2,2,0.0
5979,2,1,2,14.0
1809,1,3,1,144.0
8120,4,1,5,18.0
2634,4,3,7,24.0
9697,2,2,6,26.0
3434,6,2,6,19.0
8342,6,2,1,111.0
2336,6,2,10,5.0
412,2,3,2,22.0
5063,4,3,9,33.0
3312,4,3,9,14.0
26,3,1,3,86.0
564,1,1,3,118.0
9886,2,1,4,27.0
3842,5,1,6,60.0
5698,1,2,10,9.0
3618,6,3,7,1.0
5804,4,1,0,
4090,4,3,4,12.0
1916,4,3,2,5.0
9833,4,2,2,142.0
8997,2,3,3,77.0
8771,5,2,8,6.0
4076,2,2,6,5.0
310,3,3,6,20.0
37,5,1,3,36.0
7306,3,2,4,42.0
1962,5,3,3,17.0
5362,4,3,5,68.0
584,3,1,4,32.0
2454,5,2,0,
2935,1,3,2,57.0
1821,4,1,10,17.0
806,6,3,1,46.0
9294,4,2,9,14.0
4468,5,2,10,4.0
831,4,1,10,21.0
2861,5,1,5,47.0
6686,6,1,1,110.0
9564,4,1,0,
9240,4,2,1,97.0
9132,1,3,9,1.0
6074,6,3,7,14.0
7530,1,1,2,122.0
6145,5,1,3,15.0
9088,6,3,10,0.0
6436,5,1,10,1.0
6215,4,2,2,93.0
4836,5,3,8,49.0
4578,3,1,7,54.0
6291,1,2,7,78.0
45,4,1,8,26.0
5883,1,2,7,56.0
5777,6,1,7,14.0
891,6,1,10,7.0
9379,3,2,8,14.0
4698,6,2,3,145.0
3002,6,3,0,
3294,5,3,3,23.0
3994,6,2,2,57.0
9529,4,1,9,17.0
5297,2,3,5,51.0
1790,4,2,3,8.0
1577,6,2,1,138.0
36,5,1,3,35.0
1802,2,3,7,0.0
2558,6,2,2,50.0
9326,4,2,8,36.0
6444,5,1,1,92.0
8787,3,3,10,29.0
2283,2,1,1,28.0
533,2,1,0,
4914,6,1,2,14.0
7708,5,3,1,14.0
3116,1,1,8,4.0
5899,4,2,9,6.0
9295,5,2,0,
6699,5,3,9,24.0
3738,2,3,10,19.0
5195,6,1,3,47.0
9778,3,3,8,0.0
9022,6,3,1,114.0
6570,2,1,3,75.0
7124,4,1,1,172.0
5489,3,1,3,66.0
5519,2,2,10,2.0
1996,5,3,9,11.0
7504,1,2,8,22.0
9048,1,2,6,17.0
5360,4,2,4,56.0
6987,4,3,2,119.0
9096,3,2,0,
2042,4,2,5,8.0
6718,6,2,0,
7603,4,1,5,37.0
7045,3,3,6,18.0
1909,3,2,8,11.0
6689,5,3,9,10.0
3746,4,2,7,32.0
1080,6,2,5,6.0
6953,1,2,2,16.0
6283,3,3,5,84.0
2031,3,2,1,108.0
3400,5,3,0,
7462,3,1,4,50.0
3643,2,3,3,43.0
2309,1,1,2,23.0
4930,1,3,5,20.0
2399,2,3,7,13.0
8597,2,2,0,
5512,1,3,7,65.0
8879,3,2,6,5.0
760,5,3,6,1.0
7500,5,1,3,89.0
9469,1,1,8,13.0
218,4,1,3,42.0
8821,5,2,7,43.0
1515,2,2,3,5.0
6673,6,1,2,84.0
3443,3,2,3,31.0
671,1,3,2,83.0
3719,5,3,4,7.0
7149,3,3,6,29.0
4804,6,3,10,7.0
3630,1,1,9,32.0
2949,2,3,7,8.0
6621,5,1,1,171.0
4748,6,3,6,60.0
2623,5,3,9,25.0
6678,3,2,2,48.0
3179,1,2,4,34.0
1478,5,2,3,26.0
9509,5,2,9,1.0
4018,3,1,6,8.0
1964,6,1,10,30.0
2723,6,1,6,21.0
6212,3,3,3,81.0
5550,2,1,9,14.0
4019,2,2,10,13.0
3177,2,2,1,128.0
867,4,1,7,46.0
190,2,3,3,66.0
8141,3,1,7,0.0
4304,1,1,5,52.0
2870,5,2,10,8.0
6598,2,3,0,
5860,6,1,9,6.0
3478,2,2,1,1.0
6507,6,1,4,50.0
7608,2,2,1,108.0
670,6,1,4,49.0
5993,2,3,6,2.0
3825,6,2,2,86.0
5882,5,3,1,110.0
3550,1,1,1,3.0
9292,5,2,7,11.0
5261,2,3,9,13.0
3798,5,2,5,40.0
9909,4,1,8,42.0
3885,6,2,6,18.0
3569,5,3,10,12.0
8649,4,1,7,0.0
2463,5,3,7,32.0
2392,1,2,9,13.0
1475,2,3,4,0.0
8845,4,1,5,51.0
9717,1,2,3,74.0
3868,3,2,9,3.0
1604,2,1,0,
8279,4,2,10,0.0
4708,1,1,0,
6389,2,3,6,25.0
4499,3,3,7,14.0
6676,4,1,10,2.0
4559,3,1,3,23.0
2523,2,2,8,0.0
8674,3,1,1,154.0
257,6,1,9,1.0
1122,2,1,3,40.0
9440,4,3,6,24.0
7618,6,1,7,17.0
1485,5,1,10,2.0
4208,2,3,6,28.0
7039,5,1,0,
9698,2,1,4,59.0
8888,3,3,8,52.0
2300,6,1,4,5.0
7995,6,2,1,147.0
2115,6,1,1,69.0
5612,2,3,8,9.0
9905,3,2,8,53.0
3955,2,2,4,28.0
6882,3,2,6,96.0
3601,5,1,10,7.0
3218,6,3,0,
728,6,2,10,66.0
5487,5,3,10,20.0
6097,6,3,4,1.0
4190,3,1,5,57.0
3770,3,1,7,25.0
9992,2,1,1,14.0
6394,4,1,8,24.0
1501,6,1,1,8.0
6245,2,2,3,27.0
5113,3,3,4,15.0
3206,6,3,1,173.0
2291,5,3,9,10.0
1468,4,2,10,36.0
2071,6,3,6,4.0
1464,3,2,5,60.0
7289,3,3,4,1.0
7086,1,1,2,70.0
6308,6,2,5,15.0
9369,2,2,4,1.0
2735,6,3,3,54.0
9995,6,2,4,20.0
8703,6,1,2,54.0
698,4,1,5,61.0
9483,4,2,10,10.0
8978,4,2,1,144.0
6048,6,3,10,40.0
2853,6,2,10,0.0
9080,5,1,3,19.0
6537,6,1,10,34.0
7436,1,2,8,6.0
5834,2,1,1,93.0
2439,3,3,5,13.0
2176,6,2,8,3.0
6428,3,1,7,1.0
2059,4,1,10,17.0
8689,1,1,7,31.0
8487,4,2,7,1.0
1196,2,1,3,11.0
6829,3,1,4,17.0
3757,1,3,6,5.0
6433,4,3,1,171.0
5748,5,3,1,144.0
2229,3,3,2,75.0
6038,2,3,3,25.0
9619,1,2,8,12.0
3153,1,1,10,25.0
9682,5,1,6,12.0
7998,3,1,1,96.0
8121,1,1,6,25.0
7419,4,1,1,121.0
3164,2,1,4,25.0
8219,1,1,5,12.0
735,5,3,3,6.0
2672,2,1,2,50.0
9579,2,2,9,13.0
6093,2,3,10,22.0
5507,3,1,8,30.0
2529,4,1,4,36.0
5947,4,1,6,8.0
6536,1,1,3,10.0
3338,5,1,2,23.0
6509,5,3,4,6.0
6873,3,3,1,125.0
9658,5,3,0,
4034,6,3,8,26.0
2011,6,3,1,5.0
9109,3,2,4,36.0
1381,2,2,9,17.0
381,4,3,6,82.0
8193,6,2,7,6.0
597,1,1,6,62.0
193,3,3,2,30.0
5988,3,2,7,1.0
1012,3,2,3,18.0
3045,4,2,8,6.0
9418,2,1,2,97.0
1087,6,2,10,11.0
9581,6,1,2,18.0
8958,1,1,4,88.0
1457,4,1,6,25.0
1635,6,3,9,5.0
709,2,3,8,25.0
8211,2,2,9,18.0
8072,3,3,8,7.0
7746,6,1,9,5.0
2665,5,3,5,29.0
7456,1,2,4,3.0
6799,2,3,10,1.0
2001,2,3,4,55.0
5095,2,2,10,9.0
3425,3,1,8,0.0
1117,4,1,4,3.0
5669,3,3,6,27.0
2897,3,1,7,27.0
557,4,1,10,34.0
4362,2,1,0,
5145,6,1,6,15.0
3180,5,1,5,51.0
9867,1,3,5,7.0
1081,5,1,5,39.0
9451,3,1,1,33.0
7384,4,3,6,21.0
6003,6,2,1,105.0
2915,5,1,6,8.0
9372,2,3,1,160.0
4665,4,3,10,38.0
3394,5,2,3,73.0
4642,4,3,10,22.0
5248,5,3,10,25.0
8061,1,2,6,34.0
4828,1,3,4,34.0
1696,6,2,5,41.0
1824,2,3,4,7.0
4598,6,3,7,0.0
6092,4,2,2,52.0
8733,3,1,1,5.0
9156,4,2,0,
7661,5,3,7,11.0
6011,6,2,7,50.0
3142,3,3,10,1.0
2131,5,1,3,26.0
6838,2,1,4,33.0
1376,4,1,7,19.0
9659,2,1,6,78.0
3435,2,3,4,7.0
1897,2,2,5,11.0
6666,2,1,2,120.0
6182,1,1,6,38.0
5870,3,1,7,9.0
3303,1,3,7,5.0
6808,3,3,2,76.0
6513,2,1,9,16.0
6427,4,3,3,40.0
3479,1,3,9,43.0
2496,6,3,1,172.0
6638,6,2,8,6.0
3883,3,3,1,153.0
7632,3,2,6,29.0
1456,4,2,6,4.0
6232,1,3,0,
3174,4,2,8,14.0
6843,5,2,8,23.0
543,5,3,1,20.0
7803,3,3,2,130.0
1562,4,2,2,158.0
9159,6,3,7,2.0
8611,4,1,3,39.0
8431,6,3,10,8.0
6867,5,1,1,101.0
4300,2,3,5,1.0
6590,3,3,2,24.0
4186,4,1,6,88.0
687,2,2,2,111.0
2136,6,3,0,
8092,6,3,7,13.0
9170,3,2,8,2.0
2798,2,3,0,
288,1,1,6,1.0
4572,2,1,2,139.0
8484,1,3,8,4.0
5674,1,3,5,28.0
5399,1,1,9,16.0
7877,5,1,4,21.0
8450,4,1,4,62.0
5277,6,2,6,62.0
5972,1,3,8,29.0
5580,4,3,8,72.0
7783,1,3,3,120.0
5563,2,1,10,9.0
1672,1,3,3,19.0
3421,1,3,2,31.0
2378,4,1,2,78.0
6759,1,1,3,52.0
2753,2,3,2,44.0
6082,3,3,1,87.0
5567,4,2,9,91.0
2717,1,3,7,41.0
2838,2,3,1,111.0
9637,3,3,2,38.0
895,1,3,4,25.0
8520,6,1,0,
8957,5,2,9,12.0
7554,3,2,5,1.0
7318,1,1,6,10.0
7855,3,1,10,7.0
7171,2,1,4,8.0
2874,5,1,10,4.0
1794,2,2,10,1.0
7352,3,1,3,4.0
4127,5,1,6,49.0
8015,3,2,8,26.0
2793,1,3,7,4.0
8388,2,2,7,16.0
3723,4,3,7,58.0
9382,6,2,1,95.0
7683,3,3,2,8.0
6098,3,1,3,125.0
7529,4,2,8,27.0
8411,5,3,2,108.0
3496,6,3,10,46.0
8580,5,2,1,40.0
2411,1,2,3,25.0
2261,6,2,5,28.0
6289,1,2,1,108.0
8054,4,2,8,10.0
6079,1,3,5,41.0
2898,2,1,1,117.0
7586,6,2,8,13.0
342,6,2,5,49.0
3661,1,2,8,17.0
7351,4,2,7,41.0
4589,5,3,6,24.0
4569,6,2,2,131.0
7205,6,3,8,16.0
5042,2,1,6,51.0
1271,5,1,10,34.0
7729,4,2,0,
3381,3,1,10,4.0
9424,6,3,5,1.0
46,5,2,0,
7382,1,1,2,127.0
5476,4,1,10,10.0
7442,3,1,0,
586,5,1,4,74.0
2317,5,3,4,114.0
1412,3,2,0,
260,6,2,2,67.0
2820,6,1,10,7.0
4256,4,3,7,12.0
2184,3,1,5,16.0
6026,4,1,10,18.0
2515,5,2,5,43.0
